"","y","x"
"1",16.9650093853633,6.87847973546013
"2",9.03728182430597,5.29224324040115
"3",18.9327909982319,6.14872042555362
"4",5.80195415387959,2.44289682013914
"5",27.736677317162,9.14072121260688
"6",16.5908971638665,8.01775912754238
"7",12.6238074986804,5.02790140686557
"8",13.0257307189564,5.61737074051052
"9",8.683110262779,0.780466650612652
"10",13.1828510118106,5.04918771563098
"11",17.2246663247399,6.70993911568075
"12",16.9602513718091,7.07814523717389
"13",10.7899454170668,2.06240710802376
"14",8.1022820348994,4.20633051311597
"15",19.6907494772386,6.28515539458022
"16",11.1339897600302,3.38204488158226
"17",22.0998740220591,5.72653790004551
"18",20.0976962076384,7.15585071127862
"19",11.1868476590817,3.54920384241268
"20",1.46201217256029,1.48627616232261
"21",21.2610660705565,9.74731884663925
"22",6.74385201217372,2.46596884448081
"23",16.0551064291073,4.96854590950534
"24",0.669421423494376,1.30597691750154
"25",22.2768969194199,6.08412159606814
"26",16.6609767408104,5.57659345678985
"27",14.2033144313106,5.60237947851419
"28",1.60269554714402,1.39325340511277
"29",19.1367077434182,7.76647547725588
"30",4.70879862056799,1.25362543389201
